학교급,설립구분,학교,자치구,남녀공학구분,개교일자,우편번호,주소,전화번호,팩스번호,홈페이지
중학교,공립,무릉중학교,서귀포시,남여공학,1954-07-15,63501,제주특별자치도 서귀포시 대정읍 서삼중로 106,064-793-5300,064-792-5303,http://murung.jje.ms.kr
중학교,공립,서귀중앙여자중학교,서귀포시,여,1981-05-09,63585,제주특별자치도 서귀포시 중앙로 120,064-730-5100,064-732-1106,http://sgja-g.jje.ms.kr
중학교,공립,서귀포대신중학교,서귀포시,남여공학,1998-03-24,63565,제주특별자치도 서귀포시 신중로13번길 15,064-735-4600,064-735-4606,http://daesin.jje.ms.kr
중학교,공립,서귀포여자중학교,서귀포시,여,1960-12-01,63583,제주특별자치도 서귀포시 일주동로 8820,064-730-8800,064-762-5711,http://seogwipo-g.jje.ms.kr
중학교,공립,서귀포중학교,서귀포시,남,1946-11-09,63595,제주특별자치도 서귀포시 태평로 474,064-730-7900,064-732-1132,http://seogwipo.jje.ms.kr
중학교,공립,성산중학교,서귀포시,남여공학,1951-10-15,63641,제주특별자치도 서귀포시 성산읍 일주동로 4316,064-784-0663,064-782-1663,http://ss.jje.ms.kr
중학교,공립,신산중학교,서귀포시,남여공학,1970-04-28,63634,제주특별자치도 서귀포시 성산읍 일주동로 5104,064-780-2800,064-780-2888,http://sinsan.jje.ms.kr
중학교,공립,안덕중학교,서귀포시,남여공학,1953-04-28,63530,제주특별자치도 서귀포시 안덕면 화순로 74,064-735-7700,064-735-7736,http://andeok.jje.ms.kr
중학교,공립,위미중학교,서귀포시,남여공학,1971-03-05,63609,제주특별자치도 서귀포시 남원읍 위미상원북로 34,064-797-7300,064-797-7377,http://wimi.jje.ms.kr
중학교,공립,중문중학교,서귀포시,남여공학,1945-10-04,63546,제주특별자치도 서귀포시 천제연로232번길 10,064-766-0100,064-766-0110,http://jungmun.jje.ms.kr
중학교,공립,표선중학교,서귀포시,남여공학,1951-10-16,63629,제주특별자치도 서귀포시 표선면 표선중앙로 31,064-780-7400,064-780-7401,http://pyoseon.jje.ms.kr
중학교,공립,효돈중학교,서귀포시,남여공학,1955-05-15,63606,제주특별자치도 서귀포시 효돈로 207,064-730-0201,064-730-0290,https://hyodon.jje.ms.kr
중학교,공립,고산중학교,제주시,남여공학,1954-04-02,63008,제주특별자치도 제주시 한경면 용고로 70,064-795-8260,064-772-5977,http://gosan.jje.ms.kr/
중학교,공립,김녕중학교,제주시,남여공학,1947-10-03,63357,제주특별자치도 제주시 구좌읍 김녕로 118-20,064-786-0800,064-786-0808,http://gimnyeong.jje.ms.kr
중학교,공립,노형중학교,제주시,남여공학,2013-03-05,63088,제주특별자치도 제주시 노형1길 28,064-740-8901,064-740-8906,http://nohyeong.jje.ms.kr
중학교,공립,세화중학교,제주시,남여공학,1951-10-14,63361,제주특별자치도 제주시 구좌읍 일주동로 3132,064-786-5700,064-786-5799,http://sehwa.jje.ms.kr
중학교,공립,신엄중학교,제주시,남여공학,1971-03-03,63047,제주특별자치도 제주시 애월읍 일주서로 6711,064-798-7905,064-798-7909,http://shinum.jje.ms.kr
중학교,공립,신창중학교,제주시,남여공학,1950-07-10,63002,제주특별자치도 제주시 한경면 두신로 72,064-795-0700,064-772-4739,http://sinchang.jje.ms.kr
중학교,공립,아라중학교,제주시,남여공학,1992-03-03,63246,제주특별자치도 제주시 간월동로 30,064-750-6700,064-750-6799,http://ara.jje.ms.kr
중학교,공립,애월중학교,제주시,남여공학,1947-10-15,63043,제주특별자치도 제주시 애월읍 애월로15길 8,064-740-0700,064-740-0799,http://aewol.jje.ms.kr
중학교,공립,오름중학교,제주시,남여공학,2015-03-02,63323,제주특별자치도 제주시 화삼북로 110,064-754-9400,064-754-9439,http://oreum.jje.ms.kr
중학교,공립,우도중학교,제주시,남여공학,1954-06-20,63365,제주특별자치도 제주시 우도면 우도로 156-11,064-786-4500,064-786-4599,http://udo.jje.ms.kr
중학교,공립,저청중학교,제주시,남여공학,1964-03-10,63006,제주특별자치도 제주시 한경면 중산간서로 3590,064-798-1600,064-798-1699,http://jeocheong.jje.ms.kr
중학교,공립,제주동여자중학교,제주시,여,1981-03-10,63215,제주특별자치도 제주시 천수로 24,064-754-7900,064-754-7999,http://hansol.jje.ms.kr
중학교,공립,제주동중학교,제주시,남여공학,1983-03-05,63300,제주특별자치도 제주시 동화로 12-1,064-741-0100,064-741-0199,http://jejudong.jje.ms.kr
중학교,공립,제주서중학교,제주시,남여공학,1984-03-23,63116,제주특별자치도 제주시 일주서로 7811,064-754-8400,064-747-0397,http://jejuseo.jje.ms.kr
중학교,공립,제주제일중학교,제주시,남,1907-07-01,63224,제주특별자치도 제주시 남광로 33,064-750-3200,064-756-5977,http://jeil.jje.ms.kr/
중학교,공립,제주중앙여자중학교,제주시,여,1966-03-08,63178,제주특별자치도 제주시 서사로11길 8,064-710-9704,064-721-5766,http://jag.jje.ms.kr
중학교,공립,제주중앙중학교,제주시,남,1967-03-09,63121,제주특별자치도 제주시 선덕로5길 37,064-728-0800,064-728-0890,http://jungang.jje.ms.kr
중학교,공립,조천중학교,제주시,남여공학,1950-12-01,63337,제주특별자치도 제주시 조천읍 신북로 31,064-780-0770,064-782-6455,http://jocheon.jje.ms.kr
중학교,공립,추자중학교,제주시,남여공학,1951-09-20,63001,제주특별자치도 제주시 추자면 신양3길 15,064-742-8412,064-742-0185,http://chuja.jje.ms.kr
중학교,공립,탐라중학교,제주시,남여공학,2011-03-03,63229,제주특별자치도 제주시 신설로 56,064-754-5000,064-754-5005,http://tamna.jje.ms.kr
중학교,공립,한라중학교,제주시,남여공학,2002-03-05,63090,제주특별자치도 제주시 과원북2길 24,064-766-3100,064-745-4518,http://halla.jje.ms.kr
중학교,공립,한림여자중학교,제주시,여,1964-03-09,63032,제주특별자치도 제주시 한림읍 한림로 604,064-795-0200,064-796-7936,http://hallim-g.jje.ms.kr
중학교,공립,한림중학교,제주시,남,1946-10-01,63013,제주특별자치도 제주시 한림읍 명월성로 21,064-797-7141,064-796-7147,http://hallim.jje.ms.kr
중학교,공립,함덕중학교,제주시,남여공학,1955-06-30,63334,제주특별자치도 제주시 조천읍 일주동로 1234,064-780-5800,064-780-5899,http://hamdeok.jje.ms.kr
중학교,국립,제주대학교사범대학부설중학교,제주시,남여공학,1984-03-06,63151,제주특별자치도 제주시 용담로7길 33,064-754-6205,064-754-6210,http://jnum.jje.ms.kr
중학교,사립,남주중학교,서귀포시,남,1967-03-10,63579,제주특별자치도 서귀포시 동홍로303번길 14,064-730-6193,064-730-6199,http://namju.jje.ms.kr/
중학교,사립,귀일중학교,제주시,남여공학,1953-03-17,63051,제주특별자치도 제주시 애월읍 항몽로 44,064-766-8135,064-713-6131,http://kwiil.jje.ms.kr
중학교,사립,신성여자중학교,제주시,여,1909-10-18,63308,제주특별자치도 제주시 아봉로 174-5,064-729-7404,064-724-7138,http://shinseong.jje.ms.kr
중학교,사립,오현중학교,제주시,남,1946-03-03,63293,제주특별자치도 제주시 일주동로 101,064-755-9252,064-755-9256,http://ohyun.jje.ms.kr
중학교,사립,제주여자중학교,제주시,여,1946-02-10,63236,제주특별자치도 제주시 구산로 50,064-729-1304,064-729-1307,http://www.jeju-girls.ms.kr
중학교,사립,제주중학교,제주시,남,1945-12-01,63153,제주특별자치도 제주시 서문로 47,064-750-7000,064-750-7001,http://jeju.jje.ms.kr
초등학교,공립,가마초등학교,서귀포시,남여공학,1973-03-16,63625,제주특별자치도 서귀포시 표선면 일주동로6285번길 8,064-780-9500,064-780-9580,http://gama.jje.es.kr
초등학교,공립,가파초등학교,서귀포시,남여공학,1946-11-01,63514,제주특별자치도 서귀포시 대정읍 가파로67번길 45,064-794-7062,064-794-5764,http://gapa.jje.es.kr
초등학교,공립,가파초등학교마라분교장,서귀포시,남여공학,1958-11-01,63515,제주특별자치도 서귀포시 대정읍 마라로 58,064-794-7062,064-794-5764,http://gapa.jje.es.kr
초등학교,공립,강정초등학교,서귀포시,남여공학,1946-12-06,63563,제주특별자치도 서귀포시 말질로 188,064-739-0552,064-739-0662,http://gangjeong.jje.es.kr
초등학교,공립,남원초등학교,서귀포시,남여공학,1924-11-24,63621,제주특별자치도 서귀포시 남원읍 태위로 647,064-766-4100,064-766-4194,http://jjnamwon.jje.es.kr
초등학교,공립,대정서초등학교,서귀포시,남여공학,1969-04-26,63506,제주특별자치도 서귀포시 대정읍 동일하모로 43,064-794-0782,064-794-0780,http://djseo.jje.es.kr
초등학교,공립,대정초등학교,서귀포시,남여공학,1908-10-19,63508,제주특별자치도 서귀포시 대정읍 상모대서로 15,064-786-0703,064-786-0760,http://daejung.jje.es.kr
초등학교,공립,덕수초등학교,서귀포시,남여공학,1946-09-15,63527,제주특별자치도 서귀포시 안덕면 덕수서로 10,064-794-6067,064-794-6068,http://deoksu.jje.es.kr
초등학교,공립,도순초등학교,서귀포시,남여공학,1940-07-10,63561,제주특별자치도 서귀포시 도순남로 83,064-730-0300,064-739-4261,http://dosun.jje.es.kr
초등학교,공립,동남초등학교,서귀포시,남여공학,1923-09-01,63640,제주특별자치도 서귀포시 성산읍 고성오조로 55,064-786-5800,064-786-5899,http://dongnam.jje.es.kr
초등학교,공립,동홍초등학교,서귀포시,남여공학,2000-03-02,63586,제주특별자치도 서귀포시 동홍북로 17,064-730-7500,064-763-0434,http://donghong.jje.es.kr
초등학교,공립,무릉초등학교,서귀포시,남여공학,1940-06-01,63501,제주특별자치도 서귀포시 대정읍 서삼중로 106,064-793-5330,064-792-5303,http://murung.jje.es.kr
초등학교,공립,법환초등학교,서귀포시,남여공학,1946-09-01,63573,제주특별자치도 서귀포시 이어도로 879,064-739-8544,064-739-5229,http://beophwan.jje.es.kr
초등학교,공립,보목초등학교,서귀포시,남여공학,1946-12-21,63599,제주특별자치도 서귀포시 마소물로8번길 9,064-735-3581,064-735-3501,http://bomok.jje.es.kr
초등학교,공립,보성초등학교,서귀포시,남여공학,1940-07-01,63517,제주특별자치도 서귀포시 대정읍 추사로55번길 6-1,064-797-3382,064-797-3399,http://jejuboseong.jje.es.kr
초등학교,공립,사계초등학교,서귀포시,남여공학,1946-12-12,63528,제주특별자치도 서귀포시 안덕면 산방로 346,064-795-7100,064-795-7199,http://sagye.jje.es.kr
초등학교,공립,새서귀초등학교,서귀포시,남여공학,1993-03-06,63565,제주특별자치도 서귀포시 신서귀로76번길 6-3,064-730-0700,064-730-0799,http://saeseogwi.jje.es.kr
초등학교,공립,서광초등학교,서귀포시,남여공학,1946-11-07,63522,제주특별자치도 서귀포시 안덕면 중산간서로 1842,064-794-9901,064-794-0941,http://seogwang.jje.es.kr
초등학교,공립,서귀북초등학교,서귀포시,남여공학,1963-11-05,63584,제주특별자치도 서귀포시 중앙로 175,064-760-0300,064-760-0303,http://seogwibuk.jje.es.kr
초등학교,공립,서귀서초등학교,서귀포시,남여공학,1980-03-19,63584,제주특별자치도 서귀포시 솜반천로 38,064-766-1700,064-766-1799,http://seoguiseo.jje.es.kr
초등학교,공립,서귀중앙초등학교,서귀포시,남여공학,1967-03-02,63590,제주특별자치도 서귀포시 동문동로 54,064-731-6200,064-731-6299,http://seogwijoongang.jje.es.kr
초등학교,공립,서귀포초등학교,서귀포시,남여공학,1920-12-23,63596,제주특별자치도 서귀포시 솔동산로11번길 17,064-735-4200,064-735-4299,http://seogwipo.jje.es.kr
초등학교,공립,서호초등학교,서귀포시,남여공학,1943-05-15,63569,제주특별자치도 서귀포시 호근남로 40,064-766-3500,064-766-3599,http://seoho.jje.es.kr
초등학교,공립,성산초등학교,서귀포시,남여공학,1946-02-22,63643,제주특별자치도 서귀포시 성산읍 한도로 217,064-786-4000,064-786-4019,http://jjseongsan.jje.es.kr
초등학교,공립,성읍초등학교,서귀포시,남여공학,1937-09-01,63624,제주특별자치도 서귀포시 표선면 성읍민속로 65,064-780-1800,064-787-4637,http://seongeup.jje.es.kr
초등학교,공립,수산초등학교,서귀포시,남여공학,1946-12-01,63630,제주특별자치도 서귀포시 성산읍 수시로 9,064-766-6702,064-766-6777,http://jjsusan.jje.es.kr
초등학교,공립,시흥초등학교,서귀포시,남여공학,1947-05-24,63638,제주특별자치도 서귀포시 성산읍 시흥상동로 113,064-731-6702,064-731-6777,http://jjsiheung.jje.es.kr
초등학교,공립,신례초등학교,서귀포시,남여공학,1946-11-29,63608,제주특별자치도 서귀포시 남원읍 중산간동로 7116,064-767-2474,064-767-3971,http://shinrye.jje.es.kr
초등학교,공립,신산초등학교,서귀포시,남여공학,1941-07-05,63634,제주특별자치도 서귀포시 성산읍 일주동로 5104,064-780-2810,064-780-2888,http://sinsan.jje.es.kr
초등학교,공립,안덕초등학교,서귀포시,남여공학,1930-04-21,63530,제주특별자치도 서귀포시 안덕면 화순로56번길 32,064-797-6300,064-797-6399,http://andeok.jje.es.kr
초등학교,공립,예래초등학교,서귀포시,남여공학,1944-05-22,63537,제주특별자치도 서귀포시 예래로 210-14,064-738-4241,064-738-4240,http://yerae.jje.es.kr
초등학교,공립,온평초등학교,서귀포시,남여공학,1946-12-02,63633,제주특별자치도 서귀포시 성산읍 일주동로 4740,064-780-2700,064-780-2777,http://onpyung.jje.es.kr
초등학교,공립,위미초등학교,서귀포시,남여공학,1939-06-01,63611,제주특별자치도 서귀포시 남원읍 태위로 57,064-760-0210,064-760-0250,http://wimi.jje.es.kr
초등학교,공립,의귀초등학교,서귀포시,남여공학,1959-02-20,63618,제주특별자치도 서귀포시 남원읍 한신로 213,064-780-9900,064-780-9999,http://euigwi.jje.es.kr
초등학교,공립,중문초등학교,서귀포시,남여공학,1927-05-03,63545,제주특별자치도 서귀포시 천제연로 231,064-730-5600,064-738-3317,http://jungmun.jje.es.kr
초등학교,공립,창천초등학교,서귀포시,남여공학,1947-03-05,63532,제주특별자치도 서귀포시 안덕면 창천중앙로 12,064-793-5600,064-793-5699,http://changcheon.jje.es.kr
초등학교,공립,태흥초등학교,서귀포시,남여공학,1947-03-02,63617,제주특별자치도 서귀포시 남원읍 태위로 915,064-766-5000,064-766-5088,http://taeheung.jje.es.kr
초등학교,공립,토산초등학교,서귀포시,남여공학,1978-03-15,63626,제주특별자치도 서귀포시 표선면 토산중앙로 68-9,064-780-9200,064-780-9299,http://tosan.jje.es.kr
초등학교,공립,토평초등학교,서귀포시,남여공학,1946-11-01,63604,제주특별자치도 서귀포시 토평남로 86,064-762-2467,064-732-0552,http://topyeong.jje.es.kr
초등학교,공립,표선초등학교,서귀포시,남여공학,1909-07-12,63629,제주특별자치도 서귀포시 표선면 표선동서로 293,064-787-3011,064-787-3872,http://pyoseon.jje.es.kr
초등학교,공립,풍천초등학교,서귀포시,남여공학,1946-12-03,63637,제주특별자치도 서귀포시 성산읍 풍천로 18,064-786-5600,064-786-5697,http://pungcheon.jje.es.kr
초등학교,공립,하례초등학교,서귀포시,남여공학,1946-11-29,63613,제주특별자치도 서귀포시 남원읍 일주동로 8002,064-760-5600,064-760-5699,http://harye.jje.es.kr
초등학교,공립,하원초등학교,서귀포시,남여공학,1971-03-19,63542,제주특별자치도 서귀포시 월평하원로 149,064-735-7800,064-735-7899,http://jjhawon.jje.es.kr
초등학교,공립,한마음초등학교,서귀포시,남여공학,2001-03-02,63627,제주특별자치도 서귀포시 표선면 한마음초등로 408,064-780-2311,064-787-6215,http://hanmaum.jje.es.kr
초등학교,공립,효돈초등학교,서귀포시,남여공학,1938-05-25,63606,제주특별자치도 서귀포시 효돈로 161,064-767-1795,064-767-1794,http://hyodon.jje.es.kr
초등학교,공립,흥산초등학교,서귀포시,남여공학,1946-11-28,63616,제주특별자치도 서귀포시 남원읍 일주동로 6642,064-730-2811,064-730-2888,http://heungsan.jje.es.kr
초등학교,공립,고산초등학교,제주시,남여공학,1945-05-01,63008,제주특별자치도 제주시 한경면 고산로1길 16,064-793-1800,064-772-5478,http://gosan.jje.es.kr
초등학교,공립,곽금초등학교,제주시,남여공학,1946-12-17,63034,제주특별자치도 제주시 애월읍 일주서로 6000,064-729-7500,064-729-7599,http://gwakgeum.jje.es.kr
초등학교,공립,광령초등학교,제주시,남여공학,1943-04-15,63062,제주특별자치도 제주시 애월읍 광성로 276,064-748-4089,064-748-4093,http://gwang-r.jje.es.kr
초등학교,공립,광양초등학교,제주시,남여공학,1951-10-15,63197,제주특별자치도 제주시 돈내길 5,064-754-6900,064-756-0014,http://jeju-gwyang.jje.es.kr
초등학교,공립,구엄초등학교,제주시,남여공학,1923-04-01,63049,제주특별자치도 제주시 애월읍 일주서로 6768,064-797-8700,064-797-8799,http://gueom.jje.es.kr
초등학교,공립,구좌중앙초등학교,제주시,남여공학,1924-05-10,63358,제주특별자치도 제주시 구좌읍 월정7길 1,064-780-7500,064-783-9380,http://kujwa.jje.es.kr
초등학교,공립,귀덕초등학교,제주시,남여공학,1940-04-25,63024,제주특별자치도 제주시 한림읍 귀덕14길 14-5,064-795-7707,064-795-7799,http://gwideok.jje.es.kr
초등학교,공립,금악초등학교,제주시,남여공학,1957-05-13,63019,제주특별자치도 제주시 한림읍 금악남2길 1,064-795-7200,064-795-7299,http://geumak.jje.es.kr
초등학교,공립,김녕초등학교,제주시,남여공학,1923-09-01,63357,제주특별자치도 제주시 구좌읍 김녕로 117,064-783-5024,064-784-4077,http://kimnyeong.jje.es.kr
초등학교,공립,김녕초등학교동복분교장,제주시,남여공학,1957-05-22,63347,제주특별자치도 제주시 구좌읍 동복로 66-5,064-780-5900,064-780-5990,http://kimnyeong.jje.es.kr
초등학교,공립,남광초등학교,제주시,남여공학,1988-03-07,63231,제주특별자치도 제주시 남광로 28,064-754-7500,064-723-3055,http://namgwang.jje.es.kr
초등학교,공립,납읍초등학교,제주시,남여공학,1946-09-01,63035,제주특별자치도 제주시 애월읍 납읍로2길 47,064-797-3496,064-797-3499,http://www.nabeup.jje.es.kr
초등학교,공립,노형초등학교,제주시,남여공학,1945-04-10,63102,제주특별자치도 제주시 노형로 383,064-740-8403,064-744-8829,http://nohyung.jje.es.kr
초등학교,공립,대흘초등학교,제주시,남여공학,1943-09-01,63343,제주특별자치도 제주시 조천읍 중산간동로 677,064-780-3600,064-783-6625,http://daehul.jje.es.kr
초등학교,공립,더럭초등학교,제주시,남여공학,1946-12-18,63036,제주특별자치도 제주시 애월읍 하가로 195,064-797-7200,064-797-7299,http://deoreok.jje.es.kr/
초등학교,공립,도남초등학교,제주시,남여공학,1983-04-13,63204,제주특별자치도 제주시 도남로8길 22,064-728-0782,064-728-0799,http://jejudonam.jje.es.kr
초등학교,공립,도련초등학교,제주시,남여공학,2015-03-02,63324,제주특별자치도 제주시 화삼로 104,064-754-9509,064-754-9595,http://doryeon.jje.es.kr
초등학교,공립,도리초등학교,제주시,남여공학,1946-12-01,63112,제주특별자치도 제주시 도리로 129,064-717-4600,064-717-4699,http://dori.jje.es.kr
초등학교,공립,도평초등학교,제주시,남여공학,1954-04-25,63076,제주특별자치도 제주시 도평길 17,064-740-0192,064-740-0199,http://jejudopyeong.jje.es.kr
초등학교,공립,동광초등학교,제주시,남여공학,1994-03-02,63260,제주특별자치도 제주시 태성로 6,064-729-5800,064-722-7109,http://donggwang.jje.es.kr/donggwang
초등학교,공립,동화초등학교,제주시,남여공학,1998-03-02,63301,제주특별자치도 제주시 동화로1길 44,064-729-5700,064-729-5789,http://donghwa.jje.es.kr
초등학교,공립,물메초등학교,제주시,남여공학,1969-03-03,63056,제주특별자치도 제주시 애월읍 엄수로 202-4,064-717-8000,064-717-8099,http://mulme.jje.es.kr
초등학교,공립,백록초등학교,제주시,남여공학,2006-03-01,63101,제주특별자치도 제주시 정존5길 62,064-754-1607,064-754-1670,http://bn.jje.es.kr
초등학교,공립,봉개초등학교,제주시,남여공학,1945-09-09,63313,제주특별자치도 제주시 번영로 484,064-720-6804,064-721-3384,http://bonggae.jje.es.kr
초등학교,공립,북촌초등학교,제주시,남여공학,1943-06-10,63339,제주특별자치도 제주시 조천읍 일주동로 1481,064-717-3800,064-717-3881,http://bukchon.jje.es.kr
초등학교,공립,삼성초등학교,제주시,남여공학,1983-04-14,63199,제주특별자치도 제주시 서광로29길 35,064-720-0785,064-721-1778,http://samsung.jje.es.kr/
초등학교,공립,삼양초등학교,제주시,남여공학,1939-09-01,63321,제주특별자치도 제주시 지석14길 7,064-729-6800,064-729-6888,http://j-samyang.jje.es.kr
초등학교,공립,삼화초등학교,제주시,남여공학,2014-03-03,63303,제주특별자치도 제주시 화삼북로2길 27,064-750-3400,064-750-3497,http://jj-samhwa.jje.es.kr
초등학교,공립,선흘초등학교,제주시,남여공학,1953-04-01,63340,제주특별자치도 제주시 조천읍 선흘동1길 41,064-766-6800,064-766-6899,https://seonheul.jje.es.kr/
초등학교,공립,세화초등학교,제주시,남여공학,1938-06-05,63361,제주특별자치도 제주시 구좌읍 구좌로 65,064-766-6500,064-766-6599,http://sehwa.jje.es.kr
초등학교,공립,송당초등학교,제주시,남여공학,1953-04-10,63355,제주특별자치도 제주시 구좌읍 중산간동로 2218-3,064-780-6800,064-780-6899,http://songdang.jje.es.kr
초등학교,공립,수원초등학교,제주시,남여공학,1946-12-12,63026,제주특별자치도 제주시 한림읍 한림로 822,064-797-3100,064-796-0243,http://suwon.jje.es.kr
초등학교,공립,신광초등학교,제주시,남여공학,1989-03-30,63127,제주특별자치도 제주시 성신로 25,064-741-0883,064-741-0801,http://jeju-sk.jje.es.kr/
초등학교,공립,신제주초등학교,제주시,남여공학,1980-05-01,63135,제주특별자치도 제주시 비월길 29,064-741-6100,064-747-6125,http://shinjeju.jje.es.kr
초등학교,공립,신창초등학교,제주시,남여공학,1935-05-10,63002,제주특별자치도 제주시 한경면 두신로 72,064-795-0730,064-772-4739,http://sinchang.jje.es.kr
초등학교,공립,신촌초등학교,제주시,남여공학,1945-09-01,63337,제주특별자치도 제주시 조천읍 신북로 51,064-780-5700,064-780-5789,http://sinchon.jje.es.kr
초등학교,공립,아라초등학교,제주시,남여공학,1941-04-01,63237,제주특별자치도 제주시 중앙로 518,064-750-3900,064-729-5948,http://jejuara.jje.es.kr
초등학교,공립,애월초등학교,제주시,남여공학,1923-09-04,63043,제주특별자치도 제주시 애월읍 애월로 139-10,064-795-8900,064-795-8999,http://aewol.jje.es.kr
초등학교,공립,어도초등학교,제주시,남여공학,1943-06-03,63039,제주특별자치도 제주시 애월읍 봉성로 76,064-797-7600,064-797-7666,http://uhdo.jje.es.kr
초등학교,공립,영평초등학교,제주시,남여공학,1946-03-04,63308,제주특별자치도 제주시 아봉로 225,064-750-5482,064-750-5489,http://yeongpyeonp.jje.es.kr
초등학교,공립,오라초등학교,제주시,남여공학,1946-02-01,63145,제주특별자치도 제주시 연사길 48,064-720-4400,064-720-4499,http://ora.jje.es.kr
초등학교,공립,외도초등학교,제주시,남여공학,1939-06-03,63071,제주특별자치도 제주시 일주서로 7368,064-717-5500,064-743-2861,http://oedo.jje.es.kr
초등학교,공립,우도초등학교,제주시,남여공학,1936-04-01,63365,제주특별자치도 제주시 우도면 우도로 156-11,064-786-4533,064-786-4599,http://udo.jje.es.kr
초등학교,공립,월랑초등학교,제주시,남여공학,2007-03-03,63096,제주특별자치도 제주시 남녕로 63,064-717-3500,064-717-3505,http://wollang.jje.es.kr
초등학교,공립,이도초등학교,제주시,남여공학,2012-03-01,63233,제주특별자치도 제주시 구남동2길 58,064-754-5304,064-754-5209,http://ido.jje.es.kr
초등학교,공립,인화초등학교,제주시,남여공학,1981-09-29,63273,제주특별자치도 제주시 신산로15길 35,064-730-0900,064-724-3865,http://inhwa.jje.es.kr
초등학교,공립,일도초등학교,제주시,남여공학,1968-03-02,63269,제주특별자치도 제주시 삼성로9길 27,064-757-2870,064-756-2934,http://ildo.jje.es.kr
초등학교,공립,장전초등학교,제주시,남여공학,1946-08-21,63055,제주특별자치도 제주시 애월읍 장전로 122,064-798-2200,064-798-2250,http://jangjeon.jje.es.kr
초등학교,공립,재릉초등학교,제주시,남여공학,1946-12-02,63011,제주특별자치도 제주시 한림읍 한림로 288-18,064-795-5706,064-795-5799,http://jaereung.jje.es.kr
초등학교,공립,저청초등학교,제주시,남여공학,1950-06-01,63006,제주특별자치도 제주시 한경면 중산간서로 3591,064-798-1600,064-798-1649,http://jeocheong.jje.es.kr
초등학교,공립,제주남초등학교,제주시,남여공학,1946-01-23,63169,제주특별자치도 제주시 남성로 149,064-729-3700,064-729-3709,http://jejunam.jje.es.kr
초등학교,공립,제주동초등학교,제주시,남여공학,1943-05-17,63279,제주특별자치도 제주시 동문로 65,064-754-0505,064-757-3115,http://jejudong.jje.es.kr
초등학교,공립,제주북초등학교,제주시,남여공학,1907-05-19,63166,제주특별자치도 제주시 중앙로8길 18,064-717-3306,064-717-3399,http://jejubuk.jje.es.kr
초등학교,공립,제주서초등학교,제주시,남여공학,1954-04-01,63156,제주특별자치도 제주시 성화로6길 51,064-720-7300,064-711-5933,http://jeju-seo.jje.es.kr
초등학교,공립,제주중앙초등학교,제주시,남여공학,1977-05-02,63175,제주특별자치도 제주시 서사로18길 40,064-729-3800,064-729-3838,http://jejujungang.jje.es.kr
초등학교,공립,조천초등학교,제주시,남여공학,1922-11-01,63331,제주특별자치도 제주시 조천읍 신북로 195,064-783-4702,064-782-4702,http://jocheon.jje.es.kr
초등학교,공립,조천초등학교교래분교장,제주시,남여공학,1962-02-28,63346,제주특별자치도 제주시 조천읍 비자림로 672,064-783-4702,064-782-4702,http://jocheon.jje.es.kr
초등학교,공립,종달초등학교,제주시,남여공학,1946-12-09,63364,제주특별자치도 제주시 구좌읍 종달로7길 5,064-766-1600,064-784-2441,http://jongdal.jje.es.kr
초등학교,공립,추자초등학교,제주시,남여공학,1925-09-01,63000,제주특별자치도 제주시 추자면 대서3길 10,064-742-8431,064-742-3648,http://chuja.jje.es.kr
초등학교,공립,추자초등학교신양분교장,제주시,남여공학,1925-06-30,63001,제주특별자치도 제주시 추자면 추자로 553-10,064-742-8421,064-742-8422,http://chuja.jje.es.kr
초등학교,공립,평대초등학교,제주시,남여공학,1945-12-08,63360,제주특별자치도 제주시 구좌읍 일주동로 2979,064-750-6800,064-750-6805,http://pyungdae.jje.es.kr
초등학교,공립,하귀일초등학교,제주시,남여공학,2012-03-01,63054,제주특별자치도 제주시 애월읍 하귀9길 42,064-795-0800,064-795-0899,http://hagwiil.jje.es.kr
초등학교,공립,하귀초등학교,제주시,남여공학,1940-09-01,63051,제주특별자치도 제주시 애월읍 하귀로 44,064-713-4005,064-713-7655,http://hagwi.jje.es.kr
초등학교,공립,하도초등학교,제주시,남여공학,1921-04-05,63363,제주특별자치도 제주시 구좌읍 일주동로 3378,064-780-9600,064-780-9666,http://hado.jje.es.kr/
초등학교,공립,한동초등학교,제주시,남여공학,1968-03-16,63359,제주특별자치도 제주시 구좌읍 일주동로 2831,064-766-8200,064-766-8299,http://handong.jje.es.kr
초등학교,공립,한라초등학교,제주시,남여공학,2001-03-02,63090,제주특별자치도 제주시 연화로 42,064-740-9500,064-740-9699,http://halla.jje.es.kr
초등학교,공립,한림초등학교,제주시,남여공학,1923-09-01,63032,제주특별자치도 제주시 한림읍 한림로4길 16,064-797-3000,064-797-3080,http://hallim.jje.es.kr
초등학교,공립,한림초등학교비양분교장,제주시,남여공학,1953-04-09,63033,제주특별자치도 제주시 한림읍 비양도길 270,064-796-8479,064-796-7816,http://hallim.jje.es.kr
초등학교,공립,한천초등학교,제주시,남여공학,1984-11-10,63174,제주특별자치도 제주시 남성로11길 22,064-750-7300,064-750-7399,http://hancheon.jje.es.kr
초등학교,공립,함덕초등학교,제주시,남여공학,1937-09-01,63333,제주특별자치도 제주시 조천읍 일주동로 1231,064-780-4500,064-780-4566,http://hamdeok.jje.es.kr
